PublicID	OrigID	TrLen	CDSoff	AAqual	TrGaps	Dbxref	Namealign	Product_Name	CDD_Name	Class	Maploc	Mapqual
NonamEVm021790t1	AT2G36100.1	855	82-702	206,72%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm017582t1	AT2G07728.1	861	1-861	286,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm012681t1	AT2G33700.1	2128	777-1919	380,53%,complete-utrpoor	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm028318t1	AT2G10000.1	2722	1119-1439	106,11%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm028341t1	AT2G10000.1utrorf	327	1-318	105,97%,partial5	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm030131t1	AT2G05985.1	1434	645-869	74,15%,complete-utrbad	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm019943t1	AT2G39790.1	723	1-723	240,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm015958t1	AT2G36090.1	1079	71-1024	317,88%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm003104t1	AT2G05980.1	4131	1913-4129	739,53%,partial3-utrpoor	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm015845t1	AT2G05980.1utrorf	1503	532-1494	320,64%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm006050t1	AT2G12550.1	1963	14-1702	562,86%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm025636t1	AT2G31200.1	1088	186-626	146,40%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm023954t1	AT2G13980.1	516	1-516	171,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm026412t1	AT2G07290.1	405	1-405	134,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm020272t1	AT2G28500.1	765	33-731	232,91%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm030478t1	AT2G10020.1	201	1-201	66,100%,complete	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm009148t1	AT2G38630.1	1897	278-1681	467,74%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm013603t1	AT2G21430.1	1203	39-1124	361,90%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm017530t1	AT2G10010.1	3505	184-1047	287,24%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm020259t1	AT2G10010.1utrorf	2416	10-711	233,29%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm025806t1	AT2G04380.1	697	1-432	143,61%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm004945t1	AT2G01730.1	2063	120-1961	613,89%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm003267t1	AT2G32370.1	2863	240-2417	725,76%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm026683t1	AT2G11370.1	393	1-393	130,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm020010t1	AT2G35790.1	920	57-773	238,77%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm008442t1	AT2G38510.1	1461	1-1461	486,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm012832t1	AT2G05970.1	1134	1-1134	377,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm021910t1	AT2G44300.1	837	64-678	204,73%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm003676t1	AT2G38970.1	2534	235-2313	692,82%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm017816t1	AT2G13990.1	4834	1867-2712	281,17%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm019511t1	AT2G13990.1utrorf	1645	10-756	248,45%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm028448t1	AT2G01700.1	315	1-315	104,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm024796t1	AT2G14660.1	593	16-492	158,80%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm019199t1	AT2G32050.1	765	1-765	254,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm002593t1	AT2G24370.1	2367	1-2367	788,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm024235t1	AT2G09970.1	700	20-520	166,71%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm006773t1	AT2G07320.1	1605	1-1605	534,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm008198t1	AT2G14670.1	1479	1-1479	492,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm029536t1	AT2G07733.1	1559	1-258	85,16%,complete-utrbad	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm010169t1	AT2G44180.1	1600	76-1401	441,82%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm016296t1	AT2G01710.1	1268	111-1046	311,73%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm011323t1	AT2G24360.1	1882	356-1591	411,65%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm029698t1	AT2G04370.1	249	1-249	82,100%,complete	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm029541t1	AT2G10340.1	258	1-258	85,100%,complete	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm021911t1	AT2G25950.1	843	92-706	204,72%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm014830t1	AT2G20410.1	1324	126-1145	339,77%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm030930t1	AT2G11380.1	757	183-341	52,21%,complete-utrbad	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm024375t1	AT2G16520.1	496	2-496	164,99%,partial5	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm018706t1	AT2G07310.1	792	1-792	263,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm019360t1	AT2G39795.1	926	40-792	250,81%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm010851t1	AT2G28930.1	1563	183-1454	423,81%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm009252t1	AT2G01720.1	1719	162-1556	464,81%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm015005t1	AT2G14640.1	3804	2794-3804	336,26%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm017711t1	AT2G14640.1utrorf	1848	988-1839	283,46%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm001214t1	AT2G21440.1	3265	102-3113	1003,92%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm019678t1	AT2G07678.1	738	1-738	245,100%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm025922t1	AT2G04390.1	684	102-527	141,62%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm001913t1	AT2G21480.1	2616	1-2616	871,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm028081t1	AT2G06255.1	703	228-557	109,46%,complete-utrpoor	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm022881t1	AT2G44340.1	567	1-567	188,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm028980t1	AT2G38350.1	291	1-291	96,100%,complete	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm016275t1	AT2G05900.1	939	1-939	312,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm000295t1	AT2G36380.1	4501	1-4362	1453,96%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm017701t1	AT2G03050.1	1257	2-853	283,67%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm019734t1	AT2G31460.1	735	1-735	244,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm010829t1	AT2G24750.1	6985	4062-5336	424,18%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm022938t2	AT2G24750.1utrorf	707	10-555	181,77%,complete	0	na	0	Uncharacterized protein	na	alt	0	0
NonamEVm018219t1	AT2G29390.1	1129	96-914	272,72%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm023042t1	AT2G21490.1	836	86-643	185,66%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm014906t1	AT2G27310.1	1106	1-1014	337,91%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm004506t1	AT2G24760.1	2495	538-2454	638,76%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm022672t1	AT2G05910.1	810	16-591	191,71%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm019411t1	AT2G10430.1	2938	396-1148	250,25%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm024838t1	AT2G10430.1utrorf	1724	10-486	158,27%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm027487t1	AT2G07365.1	562	1-354	117,62%,partial5	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm024952t1	AT2G24762.1	792	96-566	156,59%,complete-utrpoor	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm026505t1	AT2G24395.1	610	28-426	132,65%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm002942t1	AT2G05920.1	2603	23-2287	754,87%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm023330t1	AT2G44330.1	600	36-578	180,90%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm012380t1	AT2G31470.1	1164	1-1164	387,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm013557t1	AT2G29380.1	1285	154-1242	362,84%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm002933t1	AT2G24740.1	2268	1-2268	755,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm020379t1	AT2G06630.1	696	1-696	231,100%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm016452t1	AT2G29880.1	1131	1-927	308,81%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm008738t1	AT2G14040.1	4060	1012-2448	478,35%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm026023t1	AT2G14040.1utrorf	1486	10-432	140,28%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm015197t1	AT2G21960.1	1280	149-1147	332,78%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm000313t1	AT2G29940.1	4449	1-4281	1426,96%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm009141t1	AT2G37930.1	1773	168-1571	467,79%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm001988t1	AT2G36390.1	2775	47-2623	858,92%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm027775t1	AT2G27730.1	667	99-440	113,51%,complete-utrpoor	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm001038t1	AT2G31080.1	3990	785-3919	1044,78%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm023735t1	AT2G27740.1	750	69-593	174,70%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm019088t1	AT2G44170.1	1996	1092-1862	256,38%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm025379t1	AT2G44170.1utrorf	969	508-960	150,46%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm028304t1	AT2G38365.1	1127	50-370	106,28%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm016632t1	AT2G37940.1	1581	420-1337	305,58%,complete-utrpoor	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm027163t1	AT2G14045.1	813	225-593	122,45%,complete-utrpoor	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm027318t1	AT2G27315.1	363	1-363	120,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm012034t1	AT2G46630.1	1185	1-1185	394,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm002930t1	AT2G35670.1	2622	157-2424	755,86%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm029523t1	AT2G24730.1	677	1-258	85,38%,complete-utrbad	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm007661t1	AT2G44660.1	1533	13-1533	506,99%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm012607t1	AT2G16900.1	1764	374-1522	382,65%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm009591t1	AT2G05890.1	1371	1-1371	456,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm010465t1	AT2G04305.1	1821	246-1550	434,71%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm016916t1	AT2G36870.1	1175	52-951	299,76%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm008229t1	AT2G46620.1	1947	202-1677	491,75%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm020996t1	AT2G38360.1	975	88-750	220,68%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm023319t1	AT2G27750.1	546	1-546	181,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm026041t1	AT2G05935.1	3954	1287-1709	140,10%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm014983t1	AT2G39630.1	1401	127-1137	336,72%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm021864t1	AT2G03970.1	870	52-669	205,71%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm001533t1	AT2G10440.1	2808	1-2808	935,100%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm003089t1	AT2G39350.1	2473	162-2384	740,89%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm015849t1	AT2G27770.1	1561	319-1281	320,61%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm025858t1	AT2G44310.1	615	74-502	142,69%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm019801t1	AT2G01250.1	1081	107-835	242,67%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm019057t1	AT2G36885.1	970	36-806	256,79%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm007807t1	AT2G28600.1	1721	62-1570	502,87%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm008265t1	AT2G32460.1	1792	109-1581	490,82%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm030683t1	AT2G11168.1	911	572-754	60,20%,complete-utrbad	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm024507t1	AT2G06645.1	1264	284-775	163,38%,complete-utrpoor	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm026627t1	AT2G06645.1utrorf	404	3-395	130,97%,partial5	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm028605t1	AT2G16895.1	2190	1734-2042	102,14%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm018248t1	AT2G10300.1	2655	1-819	272,30%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm021703t1	AT2G10300.1utrorf	1736	10-636	208,36%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm023700t1	AT2G32360.1	528	1-528	175,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm024605t1	AT2G06640.1	687	1-486	161,70%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm027678t1	AT2G44175.1	348	1-348	115,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm023183t1	AT2G05950.1	552	1-552	183,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm025669t1	AT2G37925.1	478	3-440	145,91%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm015720t1	AT2G24310.1	1153	4-972	322,84%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm009069t1	AT2G23390.1	1753	148-1557	469,80%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm002698t1	AT2G07698.1	2433	1-2334	777,95%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm027319t1	AT2G39160.1	363	1-363	120,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm015074t1	AT2G27300.1	1008	1-1008	335,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm009329t1	AT2G05940.1	1702	38-1426	462,81%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm029567t1	AT2G16540.1	473	218-472	84,53%,complete	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm016380t1	AT2G14030.1	3370	1400-2332	310,27%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm021493t1	AT2G14030.1utrorf	645	1-636	211,98%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm015722t1	AT2G32820.1	1163	2-970	322,83%,partial5	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm023229t1	AT2G24765.1	882	97-645	182,62%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm001728t1	AT2G36370.1	2965	102-2798	898,90%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm003343t1	AT2G05960.1	5172	871-3027	718,41%,complete-utrpoor	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm021724t1	AT2G22290.1	748	125-748	207,83%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm000511t1	AT2G35050.1	4346	334-4107	1257,86%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm006827t1	AT2G01680.1	2043	213-1811	532,78%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm019328t1	AT2G37920.1	1398	48-803	251,54%,complete-utrpoor	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm020322t2	AT2G37920.1utrorf	422	3-413	136,97%,partial5	0	na	0	Uncharacterized protein	na	alt	0	0
NonamEVm009323t1	AT2G20610.1	1669	91-1479	462,83%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm029799t1	AT2G31081.1	554	57-299	80,43%,complete-utrbad	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm019697t1	AT2G32100.1	934	1-735	244,78%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm008961t1	AT2G31480.1	2022	66-1484	472,70%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm023820t1	AT2G04340.1	984	126-647	173,53%,complete-utrpoor	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm009171t1	AT2G27760.1	1622	63-1463	466,86%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm007106t1	AT2G03070.1	2086	234-1808	524,75%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm024647t1	AT2G14020.1	486	1-486	161,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm022432t1	AT2G30395.1	829	7-594	195,70%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm027557t1	AT2G07732.1	607	1-351	116,57%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm018422t1	AT2G29370.1	1062	1-807	268,75%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm022102t1	AT2G16490.1	865	260-865	201,70%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm018833t1	AT2G29330.1	931	15-797	260,84%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm028797t1	AT2G25975.1	369	70-369	99,81%,complete	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm001464t1	AT2G36350.1	3142	234-3083	949,90%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm028235t1	AT2G07724.1	324	1-324	107,100%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm013734t1	AT2G01735.1	1306	28-1107	359,82%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm018969t1	AT2G46680.1	1327	177-953	258,58%,complete-utrpoor	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm007151t1	AT2G21860.1	1656	13-1581	522,94%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm021704t1	AT2G10070.2	2200	265-891	208,28%,complete-utrbad	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm024426t1	AT2G10070.2utrorf	1039	10-504	164,47%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm003544t1	AT2G16500.1	2718	436-2544	702,77%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm024615t1	AT2G14610.1	760	35-520	161,63%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm025772t1	AT2G36180.1	435	1-435	144,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm009716t1	AT2G35780.1	1453	24-1382	452,93%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm023027t1	AT2G16930.2	743	2-559	185,75%,partial5	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm025365t1	AT2G36160.1	754	108-560	150,60%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm021539t1	AT2G20616.1	636	1-636	211,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm015179t1	AT2G14920.1	1002	1-1002	333,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm019758t1	AT2G27260.1	990	115-846	243,73%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm028915t1	AT2G43535.1	567	158-451	97,51%,complete	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm026782t1	AT2G36170.1	680	60-446	128,56%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm004991t1	AT2G01330.1	2079	104-1939	611,88%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm022856t1	AT2G32030.1	868	95-661	188,65%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm022096t1	AT2G27290.1	824	33-638	201,73%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm029724t1	AT2G14605.1	648	251-496	81,37%,complete-utrbad	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm016747t1	AT2G04430.1	1019	44-952	302,89%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm030245t1	AT2G33690.1	390	1-216	71,55%,complete	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm024008t1	AT2G35590.1	1386	876-1385	170,36%,partial3-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm003056t1	AT2G16880.1	2388	41-2272	743,93%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm018900t1	AT2G39780.1	1074	35-814	259,72%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm024408t1	AT2G36130.1	823	91-585	164,60%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm027316t1	AT2G10050.1	363	1-363	120,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm027767t1	AT2G36295.1	552	38-379	113,61%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm016924t1	AT2G14620.1	1231	109-1008	299,73%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm029497t1	AT2G31082.1	261	1-261	86,100%,complete	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm020100t1	AT2G39020.1	1014	78-788	236,70%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm007689t1	AT2G27240.1	1521	1-1521	506,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm030644t1	AT2G14635.1	371	92-277	61,50%,complete	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm006895t1	AT2G46660.1	1939	73-1665	530,82%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm017465t1	AT2G28510.1	1290	139-1005	288,67%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm006134t1	AT2G01740.1	1680	1-1680	559,100%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm005612t1	AT2G31500.1	2213	253-2001	582,79%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm017685t1	AT2G36330.1	1105	99-950	283,77%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm013465t1	AT2G36290.1	1412	78-1172	364,77%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm021867t1	AT2G44290.1	884	50-667	205,69%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm024633t1	AT2G36320.1	1533	425-910	161,31%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm022963t1	AT2G36145.1	732	31-591	186,76%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm022695t1	AT2G23430.1	950	101-676	191,60%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm015274t1	AT2G35600.1	1619	377-1372	331,61%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm000139t1	AT2G16485.1	5647	1-5322	1773,94%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm005442t1	AT2G14960.1	2060	1-1773	590,86%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm029469t1	AT2G06235.1	560	75-335	86,46%,complete	0	na	0	Uncharacterized protein	na	cullnoclass	0	0
NonamEVm007817t1	AT2G35020.1	1830	93-1601	502,82%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm018266t1	AT2G29360.1	1012	47-862	271,80%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm017472t1	AT2G06025.1	1431	306-1172	288,60%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm014607t1	AT2G12505.1	1035	1-1035	344,100%,complete	0	na	0	Uncharacterized protein	na	main	0	0
NonamEVm023141t1	AT2G32020.1	707	25-576	183,78%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm026521t1	AT2G46650.1	766	162-560	132,52%,complete-utrpoor	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm013375t1	AT2G07744.1	2874	1123-2223	366,38%,complete-utrbad	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm023475t1	AT2G07744.1utrorf	903	358-894	178,59%,complete-utrpoor	0	na	0	Uncharacterized protein	na	noclass	0	0
NonamEVm011669t1	AT2G04400.1	1428	61-1269	402,84%,complete	0	na	0	Uncharacterized protein	na	noclass	0	0
